experiment_no,well_no,col_no,row_no,analysis_method,stir_rate,temperature_c,time_h,inert_atmos,solvent_1_id,solvent_1_vol_ul,solvent_2_id,solvent_2_vol_ul,substrate_1_name,s1_loading_umol,substrate_2,s2_loading_umol,substrate_3,s3_loading_umol,ligand_id,ligand_loading_umol,catalyst_id,catalyst_loading_umol,base,base_loading_umol,product_analyticalyield,product_SMILES
JRS-2023-147,58,10,5,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,BTMG,30,41,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,59,11,5,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,BTMG,30,31,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,60,12,5,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,61,1,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,BTMG,30,27,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,62,2,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,BTMG,30,7,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,63,3,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,BTMG,30,2,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,64,4,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,BTMG,30,41,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,65,5,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,BTMG,30,31,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,66,6,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,67,7,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,BTMG,30,27,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,68,8,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,BTMG,30,7,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,69,9,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,BTMG,30,2,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,70,10,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,BTMG,30,41,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,71,11,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,BTMG,30,32,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,72,12,6,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,73,1,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,DBU,30,53,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,74,2,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,DBU,30,68,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,75,3,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,DBU,30,16,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,76,4,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,DBU,30,43,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,77,5,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,DBU,30,41,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,78,6,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,DBU,30,59,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,79,7,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,DBU,30,57,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,80,8,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,DBU,30,64,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,81,9,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,DBU,30,17,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,82,10,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,DBU,30,37,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,83,11,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,DBU,30,42,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,84,12,7,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,DBU,30,59,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,85,1,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,DBU,30,53,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,86,2,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,DBU,30,72,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,87,3,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,DBU,30,15,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,88,4,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,DBU,30,34,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,89,5,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,DBU,30,37,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,90,6,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,DBU,30,61,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,91,7,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,DBU,30,57,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,92,8,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,DBU,30,69,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,93,9,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,DBU,30,16,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,94,10,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,DBU,30,46,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,95,11,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,DBU,30,39,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-147,96,12,8,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,DBU,30,59,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,1,1,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,BTMG,30,23,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,2,2,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,BTMG,30,5,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,3,3,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,BTMG,30,2,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,4,4,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,BTMG,30,41,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,5,5,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,BTMG,30,16,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,6,6,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,BTMG,30,3,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,7,7,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,BTMG,30,25,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,8,8,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,BTMG,30,6,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,9,9,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,BTMG,30,1,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,10,10,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,BTMG,30,45,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,11,11,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,BTMG,30,32,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,12,12,1,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,13,1,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,BTMG,30,27,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,14,2,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,BTMG,30,7,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,15,3,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,BTMG,30,2,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,16,4,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,BTMG,30,40,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,17,5,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,BTMG,30,33,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,18,6,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,19,7,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,BTMG,30,29,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,20,8,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,BTMG,30,6,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,21,9,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,BTMG,30,2,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,22,10,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiBr2DME,0.45,BTMG,30,45,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,23,11,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiBr2DME,0.45,BTMG,30,35,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,24,12,2,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiBr2DME,0.45,BTMG,30,4,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,25,1,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,DBU,30,50,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,26,2,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,DBU,30,64,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,27,3,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,DBU,30,15,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,28,4,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,DBU,30,40,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,29,5,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,DBU,30,35,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,30,6,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,DBU,30,60,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,31,7,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiCl2(OH2)6,0.45,DBU,30,49,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,32,8,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiCl2(OH2)6,0.45,DBU,30,70,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,33,9,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiCl2(OH2)6,0.45,DBU,30,16,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,34,10,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPE,0.5,NiCl2(OH2)6,0.45,DBU,30,40,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,35,11,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,P(p-anis)3,1,NiCl2(OH2)6,0.45,DBU,30,36,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,36,12,3,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,Sphos,1,NiCl2(OH2)6,0.45,DBU,30,60,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,37,1,4,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,PPh3,1,NiBr2DME,0.45,DBU,30,48,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,38,2,4,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DPPF,0.5,NiBr2DME,0.45,DBU,30,65,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
JRS-2023-149,39,3,4,LC-MS,500,80,18,TRUE,DMA,90,methanol,10,3-methoxyphenylboronic acid,10,1-Benzyl-5-bromindole,10,di-tert-butylbiphenyl,2.5,DCEPhos,0.5,NiBr2DME,0.45,DBU,30,14,COC1=CC(C2=CC=C(N(CC3=CC=CC=C3)C=C4)C4=C2)=CC=C1
